"H","O","Charge","Ba","Cl","S(6)","Sr","Barite","Celestite"
111.012433611766,55.5062193710319,-7.74838107170808e-09,0.0191610578159097,0.0408213757899703,6.40313173080204e-07,0.00125027040765886,0.00224963009235598,0.999243559555935
111.012433603463,55.5062197840495,-4.67474127496196e-09,0.0096379030848581,0.0218913314182822,7.44987297432507e-07,0.00130850764215735,0.00230776265625663,0.999244050202569
111.01243359412,55.5081294906584,-1.32599599432562e-09,5.83903637166609e-07,0.000588749069581786,0.000478173235563094,0.000771963859301544,0.00129379063131417,0.999846682329278
111.012433593871,55.5086763960788,-1.22355080906841e-09,4.53695248233118e-07,2.18355149805494e-05,0.000614899633330717,0.000625363693809914,0.00101046406231361,0.999995041303138
111.012433593861,55.5086990215576,-1.21651890170103e-09,4.49637235801386e-07,8.09835190313966e-07,0.000620556004608218,0.000620511285030584,0.00099995528043301,0.999999958912091
111.012433593861,55.508699864073,-1.2163961849971e-09,4.49534188038052e-07,3.00351530939012e-08,0.000620766633521972,0.000620332116972168,0.000999565483464374,1.00000014049942
111.012433593861,55.5086998951804,-1.21648496899618e-09,4.49494427872409e-07,1.11394322223236e-09,0.000620774410431897,0.000620325472990615,0.000999551062561098,1.00000014723311
111.012433593861,55.5086998965049,-1.21641647164116e-09,4.49535528036186e-07,4.1313906357566e-11,0.000620774741505544,0.000620325226683592,0.000999550485188277,1.00000014748275
111.012433593861,55.5086998965477,-1.21641656055369e-09,4.49535520696397e-07,1.53224942210383e-12,0.00062077475225032,0.000620325217544832,0.000999550465304728,1.00000014749201
111.012433593861,55.5086998965503,-1.2164165752306e-09,4.49535521119817e-07,5.68280392373874e-14,0.000620774752649521,0.00062032521720589,0.000999550464566594,1.00000014749235
111.012433593861,55.5086998965494,-1.21641647375309e-09,4.49535520421387e-07,2.10763730563654e-15,0.000620774752663582,0.000620325217193341,0.000999550464539988,1.00000014749237
111.012433593861,55.5086998965494,-1.21641656612621e-09,4.49535520433324e-07,7.81680147990792e-17,0.000620774752664168,0.000620325217192855,0.000999550464538906,1.00000014749237
111.012433593861,55.5086998965494,-1.21641630461573e-09,4.49535520433363e-07,2.89909393864333e-18,0.000620774752664117,0.000620325217192897,0.000999550464539021,1.00000014749237
111.012433593861,55.5086998965495,-1.21641551575038e-09,4.49535520433497e-07,1.07521544287409e-19,0.000620774752663895,0.000620325217193068,0.000999550464539484,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656482371e-09,4.49535520433316e-07,3.98775711674911e-21,0.000620774752664191,0.000620325217192839,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965494,-1.21641657024794e-09,4.49535520433342e-07,1.47897864819315e-22,0.000620774752664191,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641785568113e-09,4.49535520957411e-07,5.48523337247412e-24,0.000620774752665427,0.000620325217192903,0.000999550464537553,1.00000014749237
111.012433593861,55.5086998965494,-1.216416555066e-09,4.4953552043331e-07,2.0343623748227e-25,0.000620774752664187,0.000620325217192841,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657740050e-09,4.49535520433312e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.216416583039e-09,4.49535520433312e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657371462e-09,4.49535520433312e-07,0,0.000620774752664192,0.000620325217192836,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657631637e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657718394e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641659279666e-09,4.49535520433311e-07,0,0.000620774752664197,0.000620325217192832,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657870292e-09,4.4953552043331e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657718556e-09,4.49535520433312e-07,0,0.000620774752664194,0.000620325217192836,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656894406e-09,4.49535520433313e-07,0,0.000620774752664193,0.00062032521719284,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657805064e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192836,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657544869e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657653306e-09,4.4953552043331e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658303598e-09,4.49535520433313e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658737475e-09,4.4953552043331e-07,0,0.000620774752664197,0.000620325217192834,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658130335e-09,4.49535520433311e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538868,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657956797e-09,4.49535520433312e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.2164165782685e-09,4.49535520433311e-07,0,0.000620774752664195,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657436441e-09,4.49535520433313e-07,0,0.000620774752664194,0.000620325217192838,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.2164165745809e-09,4.49535520433311e-07,0,0.000620774752664193,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657523513e-09,4.49535520433313e-07,0,0.000620774752664194,0.000620325217192836,0.000999550464538868,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657544869e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658368872e-09,4.49535520433309e-07,0,0.000620774752664195,0.000620325217192834,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.2164165871597e-09,4.49535520433311e-07,0,0.000620774752664196,0.000620325217192833,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641659062792e-09,4.4953552043331e-07,0,0.000620774752664197,0.000620325217192833,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658303901e-09,4.4953552043331e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658065371e-09,4.4953552043331e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657913641e-09,4.49535520433312e-07,0,0.000620774752664195,0.000620325217192836,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656959391e-09,4.49535520433312e-07,0,0.000620774752664193,0.000620325217192839,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.2164165745809e-09,4.49535520433311e-07,0,0.000620774752664193,0.000620325217192837,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657501693e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538868,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657740216e-09,4.49535520433313e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657826846e-09,4.4953552043331e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433603364,55.5062197927527,-4.63721983808701e-09,0.00952370733138523,0.021664323915933,7.4718032323143e-07,0.00130920183799462,0.00230845465896674,0.999244060266569
111.012433594649,55.5072810741729,-1.50553146762896e-09,1.10151992756813e-06,0.00179572160118305,0.000266069023960154,0.00116282830446117,0.00189675928118486,0.999452073423752
111.012433593887,55.5086375264021,-1.23023780138538e-09,4.60735929677137e-07,5.8323276072561e-05,0.000605182211323683,0.000633883111256879,0.00102870090212981,0.999986408683123
111.012433593862,55.5086975607426,-1.21675257457968e-09,4.49999806041197e-07,2.16309262304053e-06,0.000620190800798717,0.000620822347359148,0.00100063154657939,0.999999643651867
111.012433593861,55.508699809805,-1.21640076207958e-09,4.49532116657455e-07,8.02247406224278e-08,0.000620753066557658,0.000620343646874744,0.0009995905803318,1.00000012881381
111.012433593861,55.5086998931695,-1.21648575827573e-09,4.49494757372803e-07,2.97537374929672e-09,0.00062077390765868,0.000620325900602906,0.000999551992946577,1.00000014679972
111.012433593861,55.5086998964305,-1.21642058764016e-09,4.49535539831936e-07,1.10350608544359e-10,0.00062077472285979,0.000620325242542341,0.000999550519692328,1.00000014746668
111.012433593861,55.508699896545,-1.21641655704492e-09,4.49535521135389e-07,4.09268140145098e-12,0.000620774751558729,0.000620325218133022,0.000999550466584506,1.00000014749141
111.012433593861,55.5086998965493,-1.2164166406813e-09,4.49535520459871e-07,1.5178929481888e-13,0.000620774752623298,0.000620325217227696,0.000999550464614735,1.00000014749233
111.012433593861,55.5086998965494,-1.21641617776251e-09,4.4953552043436e-07,5.62955865888956e-15,0.00062077475266256,0.000620325217194216,0.000999550464541905,1.00000014749237
111.012433593861,55.5086998965494,-1.21641655333304e-09,4.49535520433344e-07,2.08788971130615e-16,0.000620774752664132,0.00062032521719289,0.000999550464538971,1.00000014749237
111.012433593861,55.5086998965494,-1.2164165650394e-09,4.49535520433366e-07,7.74356163727761e-18,0.000620774752664187,0.000620325217192839,0.000999550464538871,1.00000014749237
111.012433593861,55.5086998965494,-1.21641655983746e-09,4.49535520433701e-07,2.8719307588718e-19,0.00062077475266419,0.00062032521719284,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656677557e-09,4.49535520433314e-07,1.06514116760534e-20,0.000620774752664191,0.000620325217192839,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656482485e-09,4.49535520433313e-07,3.95039366260123e-22,0.000620774752664191,0.000620325217192839,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641656959602e-09,4.49535520433721e-07,1.46512129698303e-23,0.000620774752664193,0.000620325217192838,0.000999550464538868,1.00000014749237
111.012433593861,55.5086998965494,-1.2164176952165e-09,4.49535520948914e-07,5.43383925302234e-25,0.000620774752665352,0.000620325217192918,0.000999550464537651,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658217263e-09,4.49535520433312e-07,0,0.000620774752664196,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.2164165841218e-09,4.49535520433311e-07,0,0.000620774752664195,0.000620325217192834,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658412062e-09,4.49535520433312e-07,0,0.000620774752664196,0.000620325217192836,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657327986e-09,4.49535520433311e-07,0,0.000620774752664193,0.000620325217192838,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.216416585857e-09,4.49535520433312e-07,0,0.000620774752664195,0.000620325217192833,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657956932e-09,4.49535520433312e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657631766e-09,4.49535520433312e-07,0,0.000620774752664193,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658412177e-09,4.49535520433312e-07,0,0.000620774752664196,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657935139e-09,4.49535520433311e-07,0,0.000620774752664195,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658694183e-09,4.49535520433308e-07,0,0.000620774752664199,0.000620325217192836,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657957082e-09,4.49535520433311e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658564245e-09,4.49535520433311e-07,0,0.000620774752664197,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965496,-1.21641658564046e-09,4.4953552043331e-07,0,0.000620774752664195,0.000620325217192833,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657870154e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192835,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658130473e-09,4.49535520433312e-07,0,0.000620774752664195,0.000620325217192835,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965501,-1.21641593707295e-09,4.49535520433857e-07,0,0.000620774752663082,0.000620325217192043,0.000999550464538866,1.00000014749236
111.012433593861,55.5086998965495,-1.21641657935308e-09,4.49535520433309e-07,0,0.000620774752664193,0.000620325217192834,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965498,-1.21641554177161e-09,4.49535520434072e-07,0,0.000620774752662649,0.000620325217191808,0.000999550464538865,1.00000014749236
111.012433593861,55.5086998965513,-1.21641552507517e-09,4.49535520434103e-07,0,0.000620774752662591,0.000620325217191759,0.000999550464538866,1.00000014749236
111.012433593861,55.5086998965495,-1.21641657284659e-09,4.49535520433311e-07,0,0.000620774752664193,0.000620325217192838,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657609987e-09,4.49535520433311e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657631655e-09,4.4953552043331e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
111.012433593861,55.5086998965495,-1.21641658000283e-09,4.49535520433313e-07,0,0.000620774752664193,0.000620325217192834,0.000999550464538866,1.00000014749237
111.012433593861,55.5086998965495,-1.21641657956491e-09,4.49535520433312e-07,0,0.000620774752664194,0.000620325217192837,0.000999550464538867,1.00000014749237
